NCBI_Accession	Cluster_Name	FinalGCFs	Species	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
GCA_002072265.1	629_Penicillium_polonicum	1*	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072345.1	633_Penicillium_antarcticum	1*	Penicillium_antarcticum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072345.1	636_Penicillium_antarcticum	1*	Penicillium_antarcticum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_002072235.1	3606_Penicillium_solitum	126	Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769765.1	302_Penicillium_italicum	xan*	Penicillium_italicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002016555.1	614_Penicillium_brasilianum	xan*	Penicillium_brasilianum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072365.1	639_Penicillium_flavigenum	1*	Penicillium_flavigenum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072265.1	625_Penicillium_polonicum	127	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769745.1	296_Penicillium_expansum	xan*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769735.1	291_Penicillium_expansum	xan*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_011058885.1	1220_Penicillium_rubens	1*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769735.1	292_Penicillium_expansum	84	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_012295545.2	1262_Penicillium_digitatum	126	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072235.1	619_Penicillium_solitum	126	Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072265.1	632_Penicillium_polonicum	127	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072245.1	620_Penicillium_decumbens	xan*	Penicillium_decumbens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_011058885.1	1219_Penicillium_rubens	1*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769755.1	300_Penicillium_expansum	84	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072425.1	646_Penicillium_nalgiovense	1*	Penicillium_nalgiovense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072425.1	644_Penicillium_nalgiovense	1*	Penicillium_nalgiovense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072365.1	640_Penicillium_flavigenum	1*	Penicillium_flavigenum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072235.1	617_Penicillium_solitum	1*	Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072255.1	622_Penicillium_vulpinum	xan*	Penicillium_vulpinum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001561935.1	3557_Penicillium_griseofulvum	100	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072345.1	637_Penicillium_antarcticum	xan*	Penicillium_antarcticum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_015533775.1	3763_Penicillium_roqueforti	xan*	Penicillium_roqueforti	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001773325.1	3582_Penicillium_arizonense	xan*	Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001561935.1	3559_Penicillium_griseofulvum	xan*	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_002072235.1	3605_Penicillium_solitum	1*	Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001561935.1	3560_Penicillium_griseofulvum	1*	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001561935.1	3558_Penicillium_griseofulvum	1*	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000769745.1	3524_Penicillium_expansum	1*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001561935.1	491_Penicillium_griseofulvum	1*	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001773325.1	575_Penicillium_arizonense	112	Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001773325.1	576_Penicillium_arizonense	112	Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001773325.1	3583_Penicillium_arizonense	112	Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_001773325.1	3584_Penicillium_arizonense	112	Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000315645.1	3461_Penicillium_digitatum	1*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000226395.1	3433_Penicillium_rubens	1*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_016767815.1	1557_Penicillium_digitatum	xan*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_015533775.1	1548_Penicillium_roqueforti	xan*	Penicillium_roqueforti	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_014621375.1	1508_Penicillium_crustosum	xan*	Penicillium_crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072365.1	641_Penicillium_flavigenum	xan*	Penicillium_flavigenum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072375.1	642_Penicillium_steckii	xan*	Penicillium_steckii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_014621375.1	1510_Penicillium_crustosum	5	Penicillium_crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072405.1	643_Penicillium_coprophilum	xan*	Penicillium_coprophilum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072425.1	647_Penicillium_nalgiovense	xan*	Penicillium_nalgiovense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_011058885.1	1218_Penicillium_rubens	xan*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072265.1	631_Penicillium_polonicum	xan*	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_011392555.1	1239_Penicillium_rolfsii	xan*	Penicillium_rolfsii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_012295545.2	1264_Penicillium_digitatum	1*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_014621375.1	1509_Penicillium_crustosum	1*	Penicillium_crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_002072235.1	3604_Penicillium_solitum	xan*	Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001561935.1	492_Penicillium_griseofulvum	100	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_016767815.1	1556_Penicillium_digitatum	1*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000226395.1	3431_Penicillium_rubens	1*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_012295545.2	1263_Penicillium_digitatum	xan*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001561935.1	489_Penicillium_griseofulvum	1*	Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769745.1	294_Penicillium_expansum	84	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000513255.1	221_Penicillium_roqueforti	1*	Penicillium_roqueforti	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000346795.1	171_Penicillium_oxalicum	53	Penicillium_oxalicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_001048715.1	447_Penicillium_brasilianum	53	Penicillium_brasilianum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769765.1	301_Penicillium_italicum	1*	Penicillium_italicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072265.1	630_Penicillium_polonicum	5	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769735.1	290_Penicillium_expansum	crm*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000315645.1	3460_Penicillium_digitatum	xan*	Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072265.1	626_Penicillium_polonicum	crm*	Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000769745.1	3525_Penicillium_expansum	xan*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000346795.1	172_Penicillium_oxalicum	5	Penicillium_oxalicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769745.1	295_Penicillium_expansum	1*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769735.1	293_Penicillium_expansum	1*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000226395.1	3432_Penicillium_rubens	xan*	Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCF_000769745.1	3527_Penicillium_expansum	84	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_000769755.1	298_Penicillium_expansum	crm*	Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_002072345.1	635_Penicillium_antarcticum	5	Penicillium_antarcticum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
GCA_003073855.1	784_Periconia_macrospinosa	4*	Periconia_macrospinosa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia
GCA_000516985.1	223_Pestalotiopsis_fici	69	Pestalotiopsis_fici	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis
GCF_000516985.1	3499_Pestalotiopsis_fici	69	Pestalotiopsis_fici	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis
GCA_000516985.1	222_Pestalotiopsis_fici	68	Pestalotiopsis_fici	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis
GCF_000516985.1	3498_Pestalotiopsis_fici	68	Pestalotiopsis_fici	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis
GCF_001299255.1	3544_Phialophora_attinorum	97	Phialophora_attinorum	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
GCA_000835435.1	329_Phialophora_americana	19	Phialophora_americana	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
GCA_001299255.1	468_Phialophora_attinorum	97	Phialophora_attinorum	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
GCA_001638985.2	518_Phycomyces_blakesleeanus	105	Phycomyces_blakesleeanus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces
GCF_001638985.1	3564_Phycomyces_blakesleeanus	105	Phycomyces_blakesleeanus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces
GCA_018902385.1	1630_Physcia_stellaris	19	Physcia_stellaris	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia
GCA_020746995.1	3230_Plectosphaerella_cucumerina	26	Plectosphaerella_cucumerina	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella
GCA_020726575.1	3156_Plectosphaerella_plurivora	26	Plectosphaerella_plurivora	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella
GCA_010093695.1	1161_Plenodomus_tracheiphilus	19	Plenodomus_tracheiphilus	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
GCA_010093695.1	1163_Plenodomus_tracheiphilus	4*	Plenodomus_tracheiphilus	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
GCF_001653235.2	3572_Pochonia_chlamydosporia	6*	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCA_001653235.2	539_Pochonia_chlamydosporia	107	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCF_001653235.2	3570_Pochonia_chlamydosporia	107	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCF_001653235.2	3571_Pochonia_chlamydosporia	crm*	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCA_001653235.2	538_Pochonia_chlamydosporia	6*	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCA_001653235.2	537_Pochonia_chlamydosporia	crm*	Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
GCA_014298035.1	1505_Pseudocercospora_fuligena	190	Pseudocercospora_fuligena	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
GCA_000340215.1	169_Pseudocercospora_fijiensis	52	Pseudocercospora_fijiensis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
GCF_000340215.1	3476_Pseudocercospora_fijiensis	52	Pseudocercospora_fijiensis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
GCF_000340215.1	3475_Pseudocercospora_fijiensis	51	Pseudocercospora_fijiensis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
GCA_000340215.1	168_Pseudocercospora_fijiensis	51	Pseudocercospora_fijiensis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
GCA_002105095.1	651_Pseudomassariella_vexata	128	Pseudomassariella_vexata	Fungi	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella
GCF_002105095.1	3608_Pseudomassariella_vexata	128	Pseudomassariella_vexata	Fungi	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella
GCF_010093815.1	3700_Pseudovirgaria_hyperparasitica	175	Pseudovirgaria_hyperparasitica	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria
GCA_010093815.1	1168_Pseudovirgaria_hyperparasitica	175	Pseudovirgaria_hyperparasitica	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria
GCF_001653265.1	3573_Purpureocillium_lilacinum	6*	Purpureocillium_lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
GCA_003144605.1	785_Purpureocillium_lilacinum	6*	Purpureocillium_lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
GCA_001653265.1	540_Purpureocillium_lilacinum	6*	Purpureocillium_lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
GCA_001653205.1	534_Purpureocillium_lilacinum	6*	Purpureocillium_lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
GCA_003231325.2	814_Pyrenophora_tritici-repentis	147	Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_000149985.1	46_Pyrenophora_tritici-repentis	crm*	Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_000166005.1	67_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_009728635.1	1093_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCF_000149985.1	3400_Pyrenophora_tritici-repentis	crm*	Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCF_000166005.1	3412_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_900231935.2	3300_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_003231415.2	815_Pyrenophora_tritici-repentis	147	Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_008692205.1	1029_Pyrenophora_tritici-repentis	147	Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_009728665.1	1096_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_009728655.1	1095_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_900232045.3	3301_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_009728675.1	1097_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCA_009728645.1	1094_Pyrenophora_teres	crm*	Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
GCF_004355905.1	3667_Pyricularia_grisea	159	Pyricularia_grisea	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
GCA_004355905.1	970_Pyricularia_grisea	159	Pyricularia_grisea	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
GCA_015039355.1	1541_Ramaria_rubella	86	Ramaria_rubella	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria
GCA_000977175.3	386_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977385.2	392_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977355.3	391_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977415.2	393_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977445.2	394_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977325.2	390_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977235.2	388_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977475.3	395_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977295.2	389_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977205.2	387_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977505.2	396_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000975675.2	343_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000977565.2	398_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_001413975.1	476_Saccharomyces_boulardii	dit (variation 1)*	Saccharomyces_boulardii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_001983315.1	606_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_002079055.1	648_Saccharomyces_paradoxus	dit (variation 1)*	Saccharomyces_paradoxus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_002571405.2	695_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_002804325.1	707_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_003046695.1	780_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_003046715.1	781_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_003046745.1	782_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_010356925.1	1198_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_010356935.1	1199_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_011022315.1	1209_Saccharomyces_pastorianus	dit (variation 1)*	Saccharomyces_pastorianus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_011022315.1	1210_Saccharomyces_pastorianus	dit (variation 1)*	Saccharomyces_pastorianus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_012275245.1	1261_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_016858165.1	1563_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_016858175.1	1564_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCF_000146045.2	3389_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCF_002079055.1	3607_Saccharomyces_paradoxus	dit (variation 1)*	Saccharomyces_paradoxus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_001298375.2	467_Saccharomyces_boulardii	dit (variation 1)*	Saccharomyces_boulardii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
GCA_000978345.2	420_Saccharomyces_cerevisiae	dit (variation 1)*	Saccharomyces_cerevisiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
