"Table S1: Accession, taxonomy, isocyanide synthase count, and busco counts for all of the NCBI annotated genomes analyed for this study."											
											
Accession	ICS_Count	Kingdom	Phylum	Fungal_Class	Order	Family	Genus	Species	Buscos (out of 290)	BuscoScore	
GCA_022496215.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_brevipes	267	0.920689655	
GCA_022496225.1	0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_aff_rugulosa_BPL654	266	0.917241379	
GCA_022497035.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	ManuallyGetSpecies	0	0	
GCA_022533605.1	0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_kurtzmanii	273	0.94137931	
GCA_022539325.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		Xylariaceae_sp_FL0804	283	0.975862069	
GCA_022578535.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Jackrogersella	ManuallyGetSpecies	0	0	
GCA_022578815.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		Xylariaceae_sp_FL0016	287	0.989655172	
GCA_022592435.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cerioporus	Cerioporus_squamosus	267	0.920689655	
GCA_022592445.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Cytidiella	Cytidiella_melzeri	282	0.972413793	
GCA_022598595.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_cinnamomea	211	0.727586207	
GCA_022598625.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_cinnamomea	204	0.703448276	
GCA_022598655.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_cinnamomea	215	0.74137931	
GCA_022598685.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_cinnamomea	127	0.437931034	
GCA_022605405.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Earliella	Earliella_scabrosa	281	0.968965517	
GCA_022606055.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_gibbosa	277	0.955172414	
GCA_022606075.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis_betulina	285	0.982758621	
GCA_022606095.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Irpex	Irpex_lacteus	261	0.9	
GCA_022606115.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Daedaleopsis	Daedaleopsis_nitida	287	0.989655172	
GCA_022606135.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	Fomes_fomentarius	278	0.95862069	
GCA_022606155.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_elegans	286	0.986206897	
GCA_022606195.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_polyzona	283	0.975862069	
GCA_022606215.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_maxima	286	0.986206897	
GCA_022606235.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	Abortiporus_biennis	285	0.982758621	
GCA_022606255.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_meyenii	285	0.982758621	
GCA_022606275.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cubamyces	Cubamyces_menziesii	283	0.975862069	
GCA_022627015.2	0	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	Podosphaera_aphanis	281	0.968965517	
GCA_022695815.1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_sp_JF_033F	285	0.982758621	
GCA_022695825.1	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_sp_JF_034F	286	0.986206897	
GCA_022749175.1	0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_hordei	276	0.951724138	
GCA_022750515.1	0	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_claussenii	237	0.817241379	
GCA_022813035.1	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma_leucocontextum	281	0.968965517	
GCA_022813925.1	0	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Pertusariaceae	Varicellaria	Varicellaria_rhodocarpa	270	0.931034483	
GCA_022813965.1	0	Fungi	Ascomycota	Lecanoromycetes	Rhizocarpales	Sporastatiaceae	Toensbergia	Toensbergia_leucococca	276	0.951724138	
GCA_022813995.1	0	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Thelotrema	ManuallyGetSpecies	0	0	
GCA_022814025.1	0	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Stictis	Stictis_urceolata	266	0.917241379	
GCA_022814085.1	0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales		Puttea	Puttea_exsequens	270	0.931034483	
GCA_022814105.1	0	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Ptychographa	Ptychographa_xylographoides	272	0.937931034	
GCA_022814175.1	0	Fungi	Ascomycota	Lecanoromycetes	Sarrameanales	Sarrameanaceae	Loxospora	Loxospora_ochrophaea	259	0.893103448	
GCA_022814195.1	0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Mycoblastaceae	Mycoblastus	Mycoblastus_sanguinarius	259	0.893103448	
GCA_022814235.1	0	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Lignoscripta	ManuallyGetSpecies	0	0	
GCA_022814255.1	0	Fungi	Ascomycota	Lecanoromycetes			Bachmanniomyces	Bachmanniomyces_sp_S44760	270	0.931034483	
GCA_022814355.1	0	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora_aff_strigata	279	0.962068966	
GCA_022830155.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022830425.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022830575.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022830605.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022830775.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022830995.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831415.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831475.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831535.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831565.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831595.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831625.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831705.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022831745.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022832015.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022832045.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022832175.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ManuallyGetSpecies	0	0	
GCA_022832995.1	0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	275	0.948275862	
GCA_022836595.1	0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	ManuallyGetSpecies	0	0	
GCA_023065495.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	ManuallyGetSpecies	0	0	
GCA_023065525.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	ManuallyGetSpecies	0	0	
GCA_023065685.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	ManuallyGetSpecies	0	0	
GCA_023065755.1	0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	ManuallyGetSpecies	0	0	
GCA_023134265.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ManuallyGetSpecies	0	0	
GCA_023134475.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ManuallyGetSpecies	0	0	
GCA_023134515.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ManuallyGetSpecies	0	0	
GCA_023137925.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ManuallyGetSpecies	0	0	
GCA_023141165.1	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	ManuallyGetSpecies	0	0	
GCA_023508725.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	279	0.962068966	
GCA_023508785.1	0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	278	0.95862069	
GCA_023510035.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_furfur	265	0.913793103	
GCA_023510055.1	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_furfur	266	0.917241379	
GCA_023645895.1	0	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria_vellea	252	0.868965517	
GCA_023645945.1	0	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Diploschistes	Diploschistes_diacapsis	240	0.827586207	
GCA_023646635.1	0	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Flavoplaca	Flavoplaca_oasis	269	0.927586207	
GCA_023647555.1	0	Fungi	Microsporidia				Pancytospora	Pancytospora_philotis	219	0.755172414	
GCA_023848595.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF10727	284	0.979310345	
GCA_023848605.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF10728	288	0.993103448	
GCA_024195185.1	0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coniferiporia	Coniferiporia_weirii	276	0.951724138	
GCA_024195465.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF8845	97	0.334482759	
GCA_024195485.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF8846	99	0.34137931	
GCA_024195545.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF12344	31	0.106896552	
GCA_024195555.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF12298	17	0.05862069	
GCA_024195585.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_sp_EXF3400	12	0.04137931	
GCA_024243675.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	235	0.810344828	
GCA_024243685.1	0	Fungi	Microsporidia				Nematocida	Nematocida_ausubeli	222	0.765517241	
GCA_024243695.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	236	0.813793103	
GCA_024243705.1	0	Fungi	Microsporidia				Nematocida	Nematocida_ausubeli	224	0.772413793	
GCA_024243715.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	234	0.806896552	
GCA_024243795.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	236	0.813793103	
GCA_024243815.1	0	Fungi	Microsporidia				Nematocida	Nematocida_ausubeli	220	0.75862069	
GCA_024243835.1	0	Fungi	Microsporidia				Enteropsectra	Enteropsectra_breve	218	0.751724138	
GCA_024243855.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	235	0.810344828	
GCA_024243875.1	0	Fungi	Microsporidia				Nematocida	Nematocida_parisii	236	0.813793103	
GCA_024243895.1	0	Fungi	Microsporidia				Nematocida	Nematocida_ausubeli	241	0.831034483	
GCA_024243925.1	0	Fungi	Microsporidia				Nematocida	Nematocida_ausubeli	221	0.762068966	
GCA_024243935.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_AWRm79	226	0.779310345	
GCA_024243955.1	0	Fungi	Microsporidia				Pancytospora	Pancytospora_epiphaga	200	0.689655172	
GCA_024243985.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_LUAm3	235	0.810344828	
GCA_024244025.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_LUAm2	237	0.817241379	
GCA_024244035.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_LUAm1	236	0.813793103	
GCA_024244045.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_AWRm80	231	0.796551724	
GCA_024244055.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_AWRm78	223	0.768965517	
GCA_024244095.1	0	Fungi	Microsporidia				Nematocida	Nematocida_homosporus	219	0.755172414	
GCA_024244105.1	0	Fungi	Microsporidia				Nematocida	Nematocida_minor	222	0.765517241	
GCA_024244115.1	0	Fungi	Microsporidia				Nematocida	Nematocida_sp_AWRm77	233	0.803448276	
GCA_024244165.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	Ascosphaera_acerosa	207	0.713793103	
GCA_024244195.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	Ascosphaera_aggregata	241	0.831034483	
GCA_024244225.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	281	0.968965517	
GCA_024244235.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	284	0.979310345	
GCA_024244255.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	279	0.962068966	
GCA_024244275.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	286	0.986206897	
GCA_024244305.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	285	0.982758621	
GCA_024244315.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	285	0.982758621	
GCA_024244335.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	281	0.968965517	
GCA_024244585.1	0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_subglaciale	285	0.982758621	
GCA_024244595.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	Ascosphaera_atra	103	0.355172414	
GCA_024244615.1	0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	Ascosphaera_pollenicola	217	0.748275862	
GCA_024322255.1	0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_albida	274	0.944827586	
GCA_024336345.1	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea_sp_PMI_226	284	0.979310345	
GCA_024364755.1	0	Fungi	Basidiomycota	Microbotryomycetes		Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma_bogoriensis	239	0.824137931	
GCA_024399255.1	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_hellem	254	0.875862069	
GCA_024399295.1	0	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon_intestinalis	253	0.872413793	
GCA_024516145.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema_domesticum	283	0.975862069	
GCA_024516155.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema_omphalodes	282	0.972413793	
GCA_024516215.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopyxis	Geopyxis_carbonaria	284	0.979310345	
GCA_024516245.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_echinospora	287	0.989655172	
GCA_024521635.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina_praecox	281	0.968965517	
GCA_024521645.1	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella_snyderi	284	0.979310345	
GCA_024613125.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_orientalis	276	0.951724138	
GCA_024613145.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_marmoratus	237	0.817241379	
GCA_024613165.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_albus	237	0.817241379	
GCA_024613185.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_microcarpus	259	0.893103448	
GCA_024663395.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_tinctorius	258	0.889655172	
GCA_024663415.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_croceorrhizus	266	0.917241379	
GCA_024663435.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_sp_B1	276	0.951724138	
GCA_024663475.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_thermaeus	241	0.831034483	
GCA_024663515.1	0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_croceorrhizus	244	0.84137931	
GCA_024703715.1	0	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_necator	286	0.986206897	
GCA_024760885.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	281	0.968965517	
GCA_024760895.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	36	0.124137931	
GCA_024760925.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	32	0.110344828	
GCA_024760935.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	278	0.95862069	
GCA_024760945.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	45	0.155172414	
GCA_024760975.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	283	0.975862069	
GCA_024760995.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	104	0.35862069	
GCA_024761015.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	279	0.962068966	
GCA_024761035.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	ManuallyGetSpecies	0	0	
GCA_024761055.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	37	0.127586207	
GCA_024761095.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	39	0.134482759	
GCA_024761105.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	33	0.113793103	
GCA_024761115.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	282	0.972413793	
GCA_024761135.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	108	0.372413793	
GCA_024761155.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	36	0.124137931	
GCA_024761195.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	32	0.110344828	
GCA_024761215.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	38	0.131034483	
GCA_024761265.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	279	0.962068966	
GCA_024761275.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	15	0.051724138	
GCA_024761295.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	28	0.096551724	
GCA_024761335.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	278	0.95862069	
GCA_024761355.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	284	0.979310345	
GCA_024761375.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	281	0.968965517	
GCA_024761435.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	278	0.95862069	
GCA_024761455.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	69	0.237931034	
GCA_024761475.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	276	0.951724138	
GCA_024761495.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	283	0.975862069	
GCA_024761515.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	115	0.396551724	
GCA_024761535.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	280	0.965517241	
GCA_024761555.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	40	0.137931034	
GCA_024761565.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	34	0.117241379	
GCA_024761585.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	86	0.296551724	
GCA_024761605.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	60	0.206896552	
GCA_024761615.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	164	0.565517241	
GCA_024761635.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	275	0.948275862	
GCA_024761655.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	277	0.955172414	
GCA_024761675.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	33	0.113793103	
GCA_024761685.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	28	0.096551724	
GCA_024761695.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	52	0.179310345	
GCA_024761765.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	279	0.962068966	
GCA_024761785.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	88	0.303448276	
GCA_024761805.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	71	0.244827586	
GCA_024761825.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	80	0.275862069	
GCA_024761845.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	41	0.14137931	
GCA_024761865.1	0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea_werneckii	279	0.962068966	
