TreeTip_Name	Protein	Accession	Lichen	ICS_Clade	Species	Genus	Fungal_Class
Metarhizium_brunneum_QLI74527.1	QLI74527.1	GCA_013426205.1	NotLichen	Dit	Metarhizium_brunneum	Metarhizium	Sordariomycetes
Metarhizium_anisopliae_KJK75065.1	KJK75065.1	GCA_000426965.1	NotLichen	Dit	Metarhizium_anisopliae	Metarhizium	Sordariomycetes
Macroventuria_anomochaeta_XP_033565882.1	XP_033565882.1	GCF_010093625.1	NotLichen	Dit	Macroventuria_anomochaeta	Macroventuria	Dothideomycetes
Macrophomina_phaseolina_KAH7043909.1	KAH7043909.1	GCA_020744275.1	NotLichen	Dit	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Lophium_mytilinum_KAF2493421.1	KAF2493421.1	GCA_010093605.1	NotLichen	Dit	Lophium_mytilinum	Lophium	Dothideomycetes
Lophiotrema_nucula_KAF2108934.1	KAF2108934.1	GCA_010015825.1	NotLichen	Dit	Lophiotrema_nucula	Lophiotrema	Dothideomycetes
Lophiostoma_macrostomum_KAF2658350.1	KAF2658350.1	GCA_010405375.1	NotLichen	Dit	Lophiostoma_macrostomum	Lophiostoma	Dothideomycetes
Lophiostoma_macrostomum_KAF2649303.1	KAF2649303.1	GCA_010405375.1	NotLichen	Dit	Lophiostoma_macrostomum	Lophiostoma	Dothideomycetes
Lodderomyces_elongisporus_XP_001525337.1	XP_001525337.1	GCF_000149685.1	NotLichen	Dit	Lodderomyces_elongisporus	Lodderomyces	Saccharomycetes
Lindgomyces_ingoldianus_XP_033554538.1	XP_033554538.1	GCF_010093535.1	NotLichen	Dit	Lindgomyces_ingoldianus	Lindgomyces	Dothideomycetes
Lindgomyces_ingoldianus_XP_033552720.1	XP_033552720.1	GCF_010093535.1	NotLichen	Dit	Lindgomyces_ingoldianus	Lindgomyces	Dothideomycetes
Lentithecium_fluviatile_KAF2687667.1	KAF2687667.1	GCA_010405425.1	NotLichen	Dit	Lentithecium_fluviatile	Lentithecium	Dothideomycetes
Lasiodiplodia_theobromae_KAF9640737.1	KAF9640737.1	GCA_002111425.1	NotLichen	Dit	Lasiodiplodia_theobromae	Lasiodiplodia	Dothideomycetes
Lachancea_thermotolerans_XP_002555165.1	XP_002555165.1	GCF_000142805.1	NotLichen	Dit	Lachancea_thermotolerans	Lachancea	Saccharomycetes
Lachancea_sp_PJ2012a_SCU83289.1	SCU83289.1	GCA_900074735.1	NotLichen	Dit	Lachancea_sp_PJ2012a	Lachancea	Saccharomycetes
Lachancea_quebecensis_CUS24131.1	CUS24131.1	GCA_002900925.1	NotLichen	Dit	Lachancea_quebecensis	Lachancea	Saccharomycetes
Lachancea_mirantina_SCU88626.1	SCU88626.1	GCA_900074745.1	NotLichen	Dit	Lachancea_mirantina	Lachancea	Saccharomycetes
Lachancea_meyersii_SCU85871.1	SCU85871.1	GCA_900074715.1	NotLichen	Dit	Lachancea_meyersii	Lachancea	Saccharomycetes
Lachancea_lanzarotensis_XP_022629109.1	XP_022629109.1	GCF_000938715.1	NotLichen	Dit	Lachancea_lanzarotensis	Lachancea	Saccharomycetes
Lachancea_fermentati_SCW02855.1	SCW02855.1	GCA_900074765.1	NotLichen	Dit	Lachancea_fermentati	Lachancea	Saccharomycetes
Lachancea_dasiensis_SCU95201.1	SCU95201.1	GCA_900074725.1	NotLichen	Dit	Lachancea_dasiensis	Lachancea	Saccharomycetes
Kluyveromyces_marxianus_XP_022673824.1	XP_022673824.1	GCF_001417885.1	NotLichen	Dit	Kluyveromyces_marxianus	Kluyveromyces	Saccharomycetes
Kluyveromyces_lactis_CAH01350.1	CAH01350.1	GCA_000002515.1	NotLichen	Dit	Kluyveromyces_lactis	Kluyveromyces	Saccharomycetes
Kluyveromyces_dobzhanskii_CDO93027.1	CDO93027.1	GCA_000820885.1	NotLichen	Dit	Kluyveromyces_dobzhanskii	Kluyveromyces	Saccharomycetes
Kazachstania_unispora_KAG0663595.1	KAG0663595.1	GCA_016584185.1	NotLichen	Dit	Kazachstania_unispora	Kazachstania	Saccharomycetes
Kazachstania_saulgeensis_SMN19638.1	SMN19638.1	GCA_900180425.1	NotLichen	Dit	Kazachstania_saulgeensis	Kazachstania	Saccharomycetes
Kazachstania_naganishii_XP_022463800.1	XP_022463800.1	GCF_000348985.1	NotLichen	Dit	Kazachstania_naganishii	Kazachstania	Saccharomycetes
Kazachstania_exigua_KAG0667909.1	KAG0667909.1	GCA_016584175.1	NotLichen	Dit	Kazachstania_exigua	Kazachstania	Saccharomycetes
Kazachstania_barnettii_CAD1781468.1	CAD1781468.1	GCA_903987035.1	NotLichen	Dit	Kazachstania_barnettii	Kazachstania	Saccharomycetes
Kazachstania_africana_XP_003957637.1	XP_003957637.1	GCF_000304475.1	NotLichen	Dit	Kazachstania_africana	Kazachstania	Saccharomycetes
Ilyonectria_sp_MPICAGEAT0026_KAH6972466.1	KAH6972466.1	GCA_020744155.1	NotLichen	Dit	Ilyonectria_sp_MPICAGEAT0026	Ilyonectria	Sordariomycetes
Ilyonectria_robusta_XP_046098176.1	XP_046098176.1	GCF_021365365.1	NotLichen	Dit	Ilyonectria_robusta	Ilyonectria	Sordariomycetes
Ilyonectria_destructans_KAH7010118.1	KAH7010118.1	GCA_020740775.1	NotLichen	Dit	Ilyonectria_destructans	Ilyonectria	Sordariomycetes
Hypoxylon_trugodes_KAI1384202.1	KAI1384202.1	GCA_022578975.1	NotLichen	Dit	Hypoxylon_trugodes	Hypoxylon	Sordariomycetes
Hypoxylon_sp_NC1633_KAI2620438.1	KAI2620438.1	GCA_022984935.1	NotLichen	Dit	Hypoxylon_sp_NC1633	Hypoxylon	Sordariomycetes
Hypoxylon_sp_NC0597_KAI0137647.1	KAI0137647.1	GCA_022432515.1	NotLichen	Dit	Hypoxylon_sp_NC0597	Hypoxylon	Sordariomycetes
Hypoxylon_sp_FL1857_KAI1414998.1	KAI1414998.1	GCA_022578955.1	NotLichen	Dit	Hypoxylon_sp_FL1857	Hypoxylon	Sordariomycetes
Hypoxylon_sp_FL1150_KAI1765627.1	KAI1765627.1	GCA_022495205.1	NotLichen	Dit	Hypoxylon_sp_FL1150	Hypoxylon	Sordariomycetes
Hypoxylon_sp_FL0890_KAI0839218.1	KAI0839218.1	GCA_022497025.1	NotLichen	Dit	Hypoxylon_sp_FL0890	Hypoxylon	Sordariomycetes
Hypoxylon_sp_FL0543_KAI1138131.1	KAI1138131.1	GCA_022578575.1	NotLichen	Dit	Hypoxylon_sp_FL0543	Hypoxylon	Sordariomycetes
Hypoxylon_sp_EC38_OTA68451.1	OTA68451.1	GCA_002120335.1	NotLichen	Dit	Hypoxylon_sp_EC38	Hypoxylon	Sordariomycetes
Hypoxylon_sp_CO275_OTA94077.1	OTA94077.1	GCA_002120305.1	NotLichen	Dit	Hypoxylon_sp_CO275	Hypoxylon	Sordariomycetes
Hypoxylon_rubiginosum_KAI4869717.1	KAI4869717.1	GCA_022578595.1	NotLichen	Dit	Hypoxylon_rubiginosum	Hypoxylon	Sordariomycetes
Hypoxylon_fuscum_KAI1397212.1	KAI1397212.1	GCA_022578945.1	NotLichen	Dit	Hypoxylon_fuscum	Hypoxylon	Sordariomycetes
Hypoxylon_fragiforme_XP_049113353.1	XP_049113353.1	GCF_022984875.1	NotLichen	Dit	Hypoxylon_fragiforme	Hypoxylon	Sordariomycetes
Hypoxylon_crocopeplum_KAI1374201.1	KAI1374201.1	GCA_022578875.1	NotLichen	Dit	Hypoxylon_crocopeplum	Hypoxylon	Sordariomycetes
Hypoxylon_cercidicola_KAI1771988.1	KAI1771988.1	GCA_022578845.1	NotLichen	Dit	Hypoxylon_cercidicola	Hypoxylon	Sordariomycetes
Hypomontagnella_submonticulosa_KAI2626123.1	KAI2626123.1	GCA_022984865.1	NotLichen	Dit	Hypomontagnella_submonticulosa	Hypomontagnella	Sordariomycetes
Hypomontagnella_monticulosa_KAI0383637.1	KAI0383637.1	GCA_022385585.1	NotLichen	Dit	Hypomontagnella_monticulosa	Hypomontagnella	Sordariomycetes
Hyphopichia_burtonii_XP_020075626.1	XP_020075626.1	GCF_001661395.1	NotLichen	Dit	Hyphopichia_burtonii	Hyphopichia	Saccharomycetes
Hymenoscyphus_varicosporioides_KAH8657513.1	KAH8657513.1	GCA_021365295.1	NotLichen	Dit	Hymenoscyphus_varicosporioides	Hymenoscyphus	Leotiomycetes
Hymenoscyphus_fraxineus_CAG8960553.1	CAG8960553.1	GCA_911649665.1	NotLichen	Dit	Hymenoscyphus_fraxineus	Hymenoscyphus	Leotiomycetes
Hymenoscyphus_albidus_CAG8983879.1	CAG8983879.1	GCA_911693285.1	NotLichen	Dit	Hymenoscyphus_albidus	Hymenoscyphus	Leotiomycetes
Hirsutella_rhossiliensis_XP_044715112.1	XP_044715112.1	GCF_020360975.1	NotLichen	Dit	Hirsutella_rhossiliensis	Hirsutella	Sordariomycetes
Hirsutella_minnesotensis_KJZ71017.1	KJZ71017.1	GCA_000956045.1	NotLichen	Dit	Hirsutella_minnesotensis	Hirsutella	Sordariomycetes
Hanseniaspora_valbyensis_OBA26346.1	OBA26346.1	GCA_001664025.1	NotLichen	Dit	Hanseniaspora_valbyensis	Hanseniaspora	Saccharomycetes
Hanseniaspora_uvarum_KAF0271734.1	KAF0271734.1	GCA_009805765.1	NotLichen	Dit	Hanseniaspora_uvarum	Hanseniaspora	Saccharomycetes
Hanseniaspora_osmophila_OEJ84254.1	OEJ84254.1	GCA_001747045.1	NotLichen	Dit	Hanseniaspora_osmophila	Hanseniaspora	Saccharomycetes
Hanseniaspora_opuntiae_OEJ81675.1	OEJ81675.1	GCA_001749795.1	NotLichen	Dit	Hanseniaspora_opuntiae	Hanseniaspora	Saccharomycetes
Hanseniaspora_guilliermondii_SGZ38673.1	SGZ38673.1	GCA_900119595.1	NotLichen	Dit	Hanseniaspora_guilliermondii	Hanseniaspora	Saccharomycetes
Halenospora_varia_KAH6671307.1	KAH6671307.1	GCA_020726485.1	NotLichen	Dit	Halenospora_varia	Halenospora	Leotiomycetes
Halenospora_varia_KAH6662358.1	KAH6662358.1	GCA_020726485.1	NotLichen	Dit	Halenospora_varia	Halenospora	Leotiomycetes
Gaeumannomyces_tritici_XP_009219517.1	XP_009219517.1	GCF_000145635.1	NotLichen	Dit	Gaeumannomyces_tritici	Gaeumannomyces	Sordariomycetes
fungal_sp_No14919_GAW20483.1	GAW20483.1	GCA_002003505.1	NotLichen	Dit	fungal_sp_No14919		
Fulvia_fulva_UJO22742.1	UJO22742.1	GCA_020509005.2	NotLichen	Dit	Fulvia_fulva	Fulvia	Dothideomycetes
Exserohilum_turcicum_XP_008027087.1	XP_008027087.1	GCF_000359705.1	NotLichen	Dit	Exserohilum_turcicum	Exserohilum	Dothideomycetes
Eremothecium_gossypii_AEY98084.1	AEY98084.1	GCA_000968835.1	NotLichen	Dit	Eremothecium_gossypii	Eremothecium	Saccharomycetes
Eremothecium_cymbalariae_XP_003646394.1	XP_003646394.1	GCF_000235365.1	NotLichen	Dit	Eremothecium_cymbalariae	Eremothecium	Saccharomycetes
Epicoccum_nigrum_KAG9206606.1	KAG9206606.1	GCA_019721275.1	NotLichen	Dit	Epicoccum_nigrum	Epicoccum	Dothideomycetes
Endocarpon_pusillum_KAF7513699.1	KAF7513699.1	GCA_014607435.1	Lichen	Dit	Endocarpon_pusillum	Endocarpon	Eurotiomycetes
Durotheca_rogersii_KAI5865800.1	KAI5865800.1	GCA_024521655.1	NotLichen	Dit	Durotheca_rogersii	Durotheca	Sordariomycetes
Drechmeria_coniospora_XP_040656450.1	XP_040656450.1	GCF_001625195.1	NotLichen	Dit	Drechmeria_coniospora	Drechmeria	Sordariomycetes
Dothistroma_septosporum_EME45898.1	EME45898.1	GCA_000340195.1	NotLichen	Dit	Dothistroma_septosporum	Dothistroma	Dothideomycetes
Dothidotthia_symphoricarpi_KAF2134818.1	KAF2134818.1	GCA_010015815.1	NotLichen	Dit	Dothidotthia_symphoricarpi	Dothidotthia	Dothideomycetes
Diutina_rugosa_XP_034012877.1	XP_034012877.1	GCF_008704595.1	NotLichen	Dit	Diutina_rugosa	Diutina	Saccharomycetes
Dissoconium_aciculare_XP_033460261.1	XP_033460261.1	GCF_010015565.1	NotLichen	Dit	Dissoconium_aciculare	Dissoconium	Dothideomycetes
Dissoconium_aciculare_XP_033455217.1	XP_033455217.1	GCF_010015565.1	NotLichen	Dit	Dissoconium_aciculare	Dissoconium	Dothideomycetes
Diplodia_seriata_KKY19692.1	KKY19692.1	GCA_001006355.1	NotLichen	Dit	Diplodia_seriata	Diplodia	Dothideomycetes
Diplodia_corticola_XP_020127651.1	XP_020127651.1	GCF_001883845.1	NotLichen	Dit	Diplodia_corticola	Diplodia	Dothideomycetes
Didymosphaeria_enalia_KAF2269137.1	KAF2269137.1	GCA_010094045.1	NotLichen	Dit	Didymosphaeria_enalia	Didymosphaeria	Dothideomycetes
Didymella_keratinophila_KAF3047319.1	KAF3047319.1	GCA_011058865.1	NotLichen	Dit	Didymella_keratinophila	Didymella	Dothideomycetes
Didymella_heteroderae_KAF3045212.1	KAF3045212.1	GCA_011058895.1	NotLichen	Dit	Didymella_heteroderae	Didymella	Dothideomycetes
Didymella_exigua_XP_033451932.1	XP_033451932.1	GCF_010094145.1	NotLichen	Dit	Didymella_exigua	Didymella	Dothideomycetes
Dendryphion_nanum_KAH7122447.1	KAH7122447.1	GCA_020744415.1	NotLichen	Dit	Dendryphion_nanum	Dendryphion	Dothideomycetes
Dendryphion_nanum_KAH7115222.1	KAH7115222.1	GCA_020744415.1	NotLichen	Dit	Dendryphion_nanum	Dendryphion	Dothideomycetes
Decorospora_gaudefroyi_KAF1832321.1	KAF1832321.1	GCA_010015605.1	NotLichen	Dit	Decorospora_gaudefroyi	Decorospora	Dothideomycetes
Daldinia_vernicosa_XP_047869490.1	XP_047869490.1	GCF_022497035.1	NotLichen	Dit	Daldinia_vernicosa	Daldinia	Sordariomycetes
Daldinia_sp_EC12_OTB17473.1	OTB17473.1	GCA_002120325.1	NotLichen	Dit	Daldinia_sp_EC12	Daldinia	Sordariomycetes
Daldinia_loculata_XP_049156173.1	XP_049156173.1	GCF_022478755.1	NotLichen	Dit	Daldinia_loculata	Daldinia	Sordariomycetes
Daldinia_grandis_KAI0105952.1	KAI0105952.1	GCA_022432525.1	NotLichen	Dit	Daldinia_grandis	Daldinia	Sordariomycetes
Daldinia_eschscholtzii_KAI1479349.1	KAI1479349.1	GCA_022478725.1	NotLichen	Dit	Daldinia_eschscholtzii	Daldinia	Sordariomycetes
Daldinia_decipiens_XP_049097323.1	XP_049097323.1	GCF_022478715.1	NotLichen	Dit	Daldinia_decipiens	Daldinia	Sordariomycetes
Daldinia_childiae_XP_033441365.1	XP_033441365.1	GCF_008694065.1	NotLichen	Dit	Daldinia_childiae	Daldinia	Sordariomycetes
Daldinia_caldariorum_XP_047786608.1	XP_047786608.1	GCF_022478825.1	NotLichen	Dit	Daldinia_caldariorum	Daldinia	Sordariomycetes
Daldinia_bambusicola_KAI1803606.1	KAI1803606.1	GCA_022478815.1	NotLichen	Dit	Daldinia_bambusicola	Daldinia	Sordariomycetes
Dactylonectria_macrodidyma_KAH7131272.1	KAH7131272.1	GCA_020744425.1	NotLichen	Dit	Dactylonectria_macrodidyma	Dactylonectria	Sordariomycetes
Dactylonectria_estremocensis_KAH7123440.1	KAH7123440.1	GCA_020744375.1	NotLichen	Dit	Dactylonectria_estremocensis	Dactylonectria	Sordariomycetes
Cylindrodendrum_hubeiense_KAF7558217.1	KAF7558217.1	GCA_014621425.1	NotLichen	Dit	Cylindrodendrum_hubeiense	Cylindrodendrum	Sordariomycetes
Cyberlindnera_jadinii_XP_020070164.1	XP_020070164.1	GCF_001661405.1	NotLichen	Dit	Cyberlindnera_jadinii	Cyberlindnera	Saccharomycetes
Cyberlindnera_fabianii_CDR38470.1	CDR38470.1	GCA_003205855.1	NotLichen	Dit	Cyberlindnera_fabianii	Cyberlindnera	Saccharomycetes
Curvularia_kusanoi_KAF3010647.1	KAF3010647.1	GCA_011058905.1	NotLichen	Dit	Curvularia_kusanoi	Curvularia	Dothideomycetes
Curvularia_clavata_USP79961.1	USP79961.1	GCA_023920165.1	NotLichen	Dit	Curvularia_clavata	Curvularia	Dothideomycetes
Cucurbitaria_berberidis_XP_040790975.1	XP_040790975.1	GCF_010015615.1	NotLichen	Dit	Cucurbitaria_berberidis	Cucurbitaria	Dothideomycetes
Coniosporium_apollinis_XP_007784709.1	XP_007784709.1	GCF_000281105.1	NotLichen	Dit	Coniosporium_apollinis	Coniosporium	Dothideomycetes
Colletotrichum_viniferum_KAF4931167.1	KAF4931167.1	GCA_013201765.1	NotLichen	Dit	Colletotrichum_viniferum	Colletotrichum	Sordariomycetes
Colletotrichum_truncatum_XP_036582853.1	XP_036582853.1	GCF_014235925.1	NotLichen	Dit	Colletotrichum_truncatum	Colletotrichum	Sordariomycetes
Colletotrichum_tropicale_KAF4837729.1	KAF4837729.1	GCA_013201785.1	NotLichen	Dit	Colletotrichum_tropicale	Colletotrichum	Sordariomycetes
Colletotrichum_trifolii_TDZ74291.1	TDZ74291.1	GCA_004367215.1	NotLichen	Dit	Colletotrichum_trifolii	Colletotrichum	Sordariomycetes
Colletotrichum_tofieldiae_GKT58749.1	GKT58749.1	GCA_022836555.1	NotLichen	Dit	Colletotrichum_tofieldiae	Colletotrichum	Sordariomycetes
Colletotrichum_tanaceti_TKW57586.1	TKW57586.1	GCA_005350895.1	NotLichen	Dit	Colletotrichum_tanaceti	Colletotrichum	Sordariomycetes
Colletotrichum_sublineola_KDN63041.1	KDN63041.1	GCA_000696135.1	NotLichen	Dit	Colletotrichum_sublineola	Colletotrichum	Sordariomycetes
Colletotrichum_spinosum_TDZ29804.1	TDZ29804.1	GCA_004366825.1	NotLichen	Dit	Colletotrichum_spinosum	Colletotrichum	Sordariomycetes
Colletotrichum_simmondsii_KXH49966.1	KXH49966.1	GCA_001563135.1	NotLichen	Dit	Colletotrichum_simmondsii	Colletotrichum	Sordariomycetes
Colletotrichum_siamense_KAF4861567.1	KAF4861567.1	GCA_013201745.1	NotLichen	Dit	Colletotrichum_siamense	Colletotrichum	Sordariomycetes
Colletotrichum_shisoi_TQN66146.1	TQN66146.1	GCA_006783085.1	NotLichen	Dit	Colletotrichum_shisoi	Colletotrichum	Sordariomycetes
Colletotrichum_scovillei_XP_035332267.1	XP_035332267.1	GCF_011075155.1	NotLichen	Dit	Colletotrichum_scovillei	Colletotrichum	Sordariomycetes
Colletotrichum_salicis_KXH38998.1	KXH38998.1	GCA_001563125.1	NotLichen	Dit	Colletotrichum_salicis	Colletotrichum	Sordariomycetes
Colletotrichum_plurivorum_KAF6841590.1	KAF6841590.1	GCA_014235945.1	NotLichen	Dit	Colletotrichum_plurivorum	Colletotrichum	Sordariomycetes
Colletotrichum_orchidophilum_XP_022474952.1	XP_022474952.1	GCF_001831195.1	NotLichen	Dit	Colletotrichum_orchidophilum	Colletotrichum	Sordariomycetes
Colletotrichum_orbiculare_TDZ22547.1	TDZ22547.1	GCA_000350065.2	NotLichen	Dit	Colletotrichum_orbiculare	Colletotrichum	Sordariomycetes
Colletotrichum_nymphaeae_KXH42424.1	KXH42424.1	GCA_001563115.1	NotLichen	Dit	Colletotrichum_nymphaeae	Colletotrichum	Sordariomycetes
Colletotrichum_musicola_KAF6845113.1	KAF6845113.1	GCA_014235935.1	NotLichen	Dit	Colletotrichum_musicola	Colletotrichum	Sordariomycetes
Colletotrichum_lupini_XP_049144207.1	XP_049144207.1	GCF_023278565.1	NotLichen	Dit	Colletotrichum_lupini	Colletotrichum	Sordariomycetes
Colletotrichum_karsti_KAF9881176.1	KAF9881176.1	GCA_011947395.2	NotLichen	Dit	Colletotrichum_karsti	Colletotrichum	Sordariomycetes
Colletotrichum_incanum_OHW91752.1	OHW91752.1	GCA_001855235.1	NotLichen	Dit	Colletotrichum_incanum	Colletotrichum	Sordariomycetes
Colletotrichum_higginsianum_TIC98893.1	TIC98893.1	GCA_004920355.1	NotLichen	Dit	Colletotrichum_higginsianum	Colletotrichum	Sordariomycetes
Colletotrichum_graminicola_XP_008091940.1	XP_008091940.1	GCF_000149035.1	NotLichen	Dit	Colletotrichum_graminicola	Colletotrichum	Sordariomycetes
Colletotrichum_gloeosporioides_KAH9241532.1	KAH9241532.1	GCA_021432615.1	NotLichen	Dit	Colletotrichum_gloeosporioides	Colletotrichum	Sordariomycetes
Colletotrichum_fructicola_KAF4488348.1	KAF4488348.1	GCA_000319635.2	NotLichen	Dit	Colletotrichum_fructicola	Colletotrichum	Sordariomycetes
Colletotrichum_fioriniae_XP_007597858.1	XP_007597858.1	GCF_000582985.1	NotLichen	Dit	Colletotrichum_fioriniae	Colletotrichum	Sordariomycetes
Colletotrichum_filicis_KAI3535089.1	KAI3535089.1	GCA_023376865.1	NotLichen	Dit	Colletotrichum_filicis	Colletotrichum	Sordariomycetes
Colletotrichum_chlorophyti_OLN84995.1	OLN84995.1	GCA_001937105.1	NotLichen	Dit	Colletotrichum_chlorophyti	Colletotrichum	Sordariomycetes
Colletotrichum_camelliae_KAH0444963.1	KAH0444963.1	GCA_011947485.2	NotLichen	Dit	Colletotrichum_camelliae	Colletotrichum	Sordariomycetes
Colletotrichum_asianum_KAF0331382.1	KAF0331382.1	GCA_009806415.1	NotLichen	Dit	Colletotrichum_asianum	Colletotrichum	Sordariomycetes
Colletotrichum_aenigma_XP_037181542.1	XP_037181542.1	GCF_013390185.1	NotLichen	Dit	Colletotrichum_aenigma	Colletotrichum	Sordariomycetes
Colletotrichum_abscissum_KAI3533113.1	KAI3533113.1	GCA_023376855.1	NotLichen	Dit	Colletotrichum_abscissum	Colletotrichum	Sordariomycetes
Coccidioides_posadasii_XP_003066484.1	XP_003066484.1	GCF_000151335.1	NotLichen	Dit	Coccidioides_posadasii	Coccidioides	Eurotiomycetes
Coccidioides_immitis_TPX26559.1	TPX26559.1	GCA_004115165.2	NotLichen	Dit	Coccidioides_immitis	Coccidioides	Eurotiomycetes
Clavispora_lusitaniae_KAF7582271.1	KAF7582271.1	GCA_014636115.1	NotLichen	Dit	Clavispora_lusitaniae	Clavispora	Saccharomycetes
Claviceps_spartinae_KAG5996753.1	KAG5996753.1	GCA_018360215.1	NotLichen	Dit	Claviceps_spartinae	Claviceps	Sordariomycetes
Claviceps_sp_LM84_group_G4_KAG6072453.1	KAG6072453.1	GCA_018360345.1	NotLichen	Dit	Claviceps_sp_LM84_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM84_group_G4_KAG6072452.1	KAG6072452.1	GCA_018360345.1	NotLichen	Dit	Claviceps_sp_LM84_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM78_group_G4_KAG6074595.1	KAG6074595.1	GCA_018360385.1	NotLichen	Dit	Claviceps_sp_LM78_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM78_group_G4_KAG6074594.1	KAG6074594.1	GCA_018360385.1	NotLichen	Dit	Claviceps_sp_LM78_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM77_group_G4_KAG6053160.1	KAG6053160.1	GCA_018360375.1	NotLichen	Dit	Claviceps_sp_LM77_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM77_group_G4_KAG6053159.1	KAG6053159.1	GCA_018360375.1	NotLichen	Dit	Claviceps_sp_LM77_group_G4	Claviceps	Sordariomycetes
Claviceps_sp_LM458_group_G5_KAG6020932.1	KAG6020932.1	GCA_018360275.1	NotLichen	Dit	Claviceps_sp_LM458_group_G5	Claviceps	Sordariomycetes
Claviceps_sp_LM454_group_G7_KAG6112001.1	KAG6112001.1	GCA_018360575.1	NotLichen	Dit	Claviceps_sp_LM454_group_G7	Claviceps	Sordariomycetes
Claviceps_sp_LM220_group_G6_KAG6096119.1	KAG6096119.1	GCA_018360445.1	NotLichen	Dit	Claviceps_sp_LM220_group_G6	Claviceps	Sordariomycetes
Claviceps_sp_LM219_group_G6_KAG6100589.1	KAG6100589.1	GCA_018360595.1	NotLichen	Dit	Claviceps_sp_LM219_group_G6	Claviceps	Sordariomycetes
Claviceps_sp_LM218_group_G6_KAG6087243.1	KAG6087243.1	GCA_018360435.1	NotLichen	Dit	Claviceps_sp_LM218_group_G6	Claviceps	Sordariomycetes
Claviceps_sp_Clav50_group_G5_KAG6045429.1	KAG6045429.1	GCA_018360525.1	NotLichen	Dit	Claviceps_sp_Clav50_group_G5	Claviceps	Sordariomycetes
Claviceps_sp_Clav32_group_G5_KAG6026314.1	KAG6026314.1	GCA_018360355.1	NotLichen	Dit	Claviceps_sp_Clav32_group_G5	Claviceps	Sordariomycetes
Claviceps_sorghi_KAG5929783.1	KAG5929783.1	GCA_018360135.1	NotLichen	Dit	Claviceps_sorghi	Claviceps	Sordariomycetes
Claviceps_pusilla_KAG5997320.1	KAG5997320.1	GCA_018360225.1	NotLichen	Dit	Claviceps_pusilla	Claviceps	Sordariomycetes
Claviceps_pusilla_KAG5979727.1	KAG5979727.1	GCA_018360225.1	NotLichen	Dit	Claviceps_pusilla	Claviceps	Sordariomycetes
Claviceps_purpurea_KAG6306511.1	KAG6306511.1	GCA_018360905.1	NotLichen	Dit	Claviceps_purpurea	Claviceps	Sordariomycetes
Claviceps_pazoutovae_KAG5948888.1	KAG5948888.1	GCA_018360065.1	NotLichen	Dit	Claviceps_pazoutovae	Claviceps	Sordariomycetes
Claviceps_monticola_KAG5936847.1	KAG5936847.1	GCA_018360055.1	NotLichen	Dit	Claviceps_monticola	Claviceps	Sordariomycetes
Claviceps_monticola_KAG5936846.1	KAG5936846.1	GCA_018360055.1	NotLichen	Dit	Claviceps_monticola	Claviceps	Sordariomycetes
Claviceps_maximensis_KAG6004651.1	KAG6004651.1	GCA_018360255.1	NotLichen	Dit	Claviceps_maximensis	Claviceps	Sordariomycetes
Claviceps_lovelessii_KAG5981058.1	KAG5981058.1	GCA_018360185.1	NotLichen	Dit	Claviceps_lovelessii	Claviceps	Sordariomycetes
Claviceps_humidiphila_KAG6119555.1	KAG6119555.1	GCA_018360465.1	NotLichen	Dit	Claviceps_humidiphila	Claviceps	Sordariomycetes
Claviceps_digitariae_KAG5982287.1	KAG5982287.1	GCA_018360205.1	NotLichen	Dit	Claviceps_digitariae	Claviceps	Sordariomycetes
Claviceps_cyperi_KAG5967808.1	KAG5967808.1	GCA_018360075.1	NotLichen	Dit	Claviceps_cyperi	Claviceps	Sordariomycetes
Claviceps_citrina_KAG6041256.1	KAG6041256.1	GCA_018360365.1	NotLichen	Dit	Claviceps_citrina	Claviceps	Sordariomycetes
Claviceps_capensis_KAG5917006.1	KAG5917006.1	GCA_018360045.1	NotLichen	Dit	Claviceps_capensis	Claviceps	Sordariomycetes
Claviceps_arundinis_KAG5965121.1	KAG5965121.1	GCA_018360175.1	NotLichen	Dit	Claviceps_arundinis	Claviceps	Sordariomycetes
Claviceps_africana_KAG5916374.1	KAG5916374.1	GCA_018360145.1	NotLichen	Dit	Claviceps_africana	Claviceps	Sordariomycetes
Claviceps_aff_purpurea_KAG6300534.1	KAG6300534.1	GCA_018361025.1	NotLichen	Dit	Claviceps_aff_purpurea	Claviceps	Sordariomycetes
Claviceps_aff_humidiphila_group_G2b_KAG6063061.1	KAG6063061.1	GCA_018360325.1	NotLichen	Dit	Claviceps_aff_humidiphila_group_G2b	Claviceps	Sordariomycetes
Clathrospora_elynae_KAF1942551.1	KAF1942551.1	GCA_010015635.1	NotLichen	Dit	Clathrospora_elynae	Clathrospora	Dothideomycetes
Chaetomium_sp_MPISDFRAT0129_KAH6612193.1	KAH6612193.1	GCA_020726445.1	NotLichen	Dit	Chaetomium_sp_MPISDFRAT0129	Chaetomium	Sordariomycetes
